id,name,address,lat,lng,price,site_url,ev_type,charger_count,output,max_current,category,charging_fee,parking_fee,contact,reservation,manufacturer,auth,notes,image_url,affiliate_url,lat_lng,source
35,ゲストハウスダイヤモンド,沖縄県中頭郡読谷村波平2365-1,26.3954905,127.7218366,,https://yomitanson.com/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【利用案内】宿泊利用の場合のみ15時~翌9時利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"26.3954905,127.7218366",https://ev.gogo.gs/detail/28spqprv
36,ホテルむら咲むら,沖縄県中頭郡読谷村高志保1020-1,26.4064295,127.7179796,"2,951円〜（消費税込3,246円〜）",https://www.hotel-murasakimura.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=108272,https://travel.rakuten.co.jp/HOTEL/108272/108272.html,"26.4064295,127.7179796",https://ev.gogo.gs/detail/278qe2yt
37,ホテル日航アリビラ  /  (株)JALホテルズ,沖縄県中頭郡読谷村字儀間600,26.4146872,127.7147552,"9,455円〜（消費税込10,400円〜）",https://www.alivila.co.jp/,普通,6台,3kW,15A,ポール型コンセント,無料,無料,必要,不可,Panasonic,,【利用案内】宿泊ならびにレストランなど館内をご利用のお客さまのみ利用可 / 【充電料金】当面無料でご利用いただけます,https://img.travel.rakuten.co.jp/image/imgr_90?no=11052,https://travel.rakuten.co.jp/HOTEL/11052/11052.html,"26.4146872,127.7147552",https://ev.gogo.gs/detail/13172
38,ANAクラウンプラザリゾート沖縄うるまヒルズ,沖縄県うるま市石川山城1468,26.4205177,127.7885871,"5,964円〜（消費税込6,560円〜）",https://www.ihg.com/crowneplaza/hotels/jp/ja/okinawa/okaou/hoteldetail,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=178288,https://travel.rakuten.co.jp/HOTEL/178288/178288.html,"26.4205177,127.7885871",https://ev.gogo.gs/detail/292pt0vi
39,BLUE STEAK WONDER 長浜,沖縄県中頭郡読谷村長浜109,26.4207395,127.7382499,"7,228円～（消費税込7,950円～）",https://bluesteakwonderyomitan.snack.chillnn.com/snack/Nagahama,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=172426,https://travel.rakuten.co.jp/HOTEL/172426/172426.html,"26.4207395,127.7382499",https://ev.gogo.gs/detail/27bqehpu
40,ココガーデンリゾートオキナワ  /  (株)H.P.Dコーポレーション,沖縄県うるま市石川伊波501,26.4207412,127.8197345,"5,455円〜（消費税込6,000円〜）",https://cocogarden.com/,普通,2台,3kW,15A,ポール型コンセント,無料,無料,必要,不可,Panasonic,,【利用案内】施設利用者のみ・スタッフへ申込み下さい・充電ケーブルが必要 /,https://img.travel.rakuten.co.jp/image/imgr_90?no=54313,https://travel.rakuten.co.jp/HOTEL/54313/54313.html,"26.4207412,127.8197345",https://ev.gogo.gs/detail/13365
41,星のや沖縄  /  (株)星野リゾート,沖縄県中頭郡読谷村儀間474,26.4217316,127.7148357,"13,848円〜（消費税込15,232円〜）",https://hoshinoresorts.com/ja/hotels/hoshinoyaokinawa/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】施設南 駐車場道路寄り
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=177851,https://travel.rakuten.co.jp/HOTEL/177851/177851.html,"26.4217316,127.7148357",https://ev.gogo.gs/detail/262sxi8c
42,BLUE STEAK WONDER 瀬名波,沖縄県中頭郡読谷村瀬名波816-1,26.4235096,127.7338543,"7,679円〜（消費税込8,446円〜）",https://www.bluesteakwonder.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=176848,https://travel.rakuten.co.jp/HOTEL/176848/176848.html,"26.4235096,127.7338543",https://ev.gogo.gs/detail/27bqejwv
43,ルネッサンスリゾートオキナワ  /  (株)エイチピーディーコーポレーション,沖縄県国頭郡恩納村山田3425-2,26.4355881,127.7877777,"12,910円〜（消費税込14,200円〜）",https://renaissance-okinawa.com/,普通,2台,3kW,15A,ポール型コンセント,条件付無料,無料,必要,不可,Panasonic,,"【設置位置】第1駐車場内
【利用案内】ご利用の際はベルスタッフに申込み下さい (駐車スペースへの誘導を受ける必要あり) / 【充電料金】宿泊およびホテル施設利用時は無料",https://img.travel.rakuten.co.jp/image/imgr_90?no=54315,https://travel.rakuten.co.jp/HOTEL/54315/54315.html,"26.4355881,127.7877777",https://ev.gogo.gs/detail/13373
44,ルネッサンスリゾートオキナワ (Terra)  /  (株)エイチピーディーコーポレーション,沖縄県国頭郡恩納村山田3425-2,26.4355881,127.7877777,"12,910円〜（消費税込14,200円〜）",https://renaissance-okinawa.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=54315,https://travel.rakuten.co.jp/HOTEL/54315/54315.html,"26.4355881,127.7877777",https://ev.gogo.gs/detail/26axr4a2
45,オーベルジュ皿の上の自然,沖縄県国頭郡恩納村前兼久466-7,26.4474067,127.8101632,"6,364円〜（消費税込7,000円〜）",https://www.obn-sara.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","【駐車料金】施設ご利用の方は無料 / 1回/2,000円 (フロントにてお支払い下さい) / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=164699,https://travel.rakuten.co.jp/HOTEL/164699/164699.html,"26.4474067,127.8101632",https://ev.gogo.gs/detail/294q2tu1
46,ムーンビーチミュージアムリゾート,沖縄県国頭郡恩納村字前兼久1203,26.4498828,127.8012914,"8,782円〜（消費税込9,660円〜）",https://www.moonbeach.co.jp/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,有料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【駐車料金】1泊/500円 (税込)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=15483,https://travel.rakuten.co.jp/HOTEL/15483/15483.html,"26.4498828,127.8012914",https://ev.gogo.gs/detail/28spqpx2
47,Ocean Villa Tin Gara,沖縄県国頭郡恩納村安富祖1228-1,26.5032811,127.8901867,"6,328円〜（消費税込6,960円〜）",https://ocean-villa-tingala.my.canva.site/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=171088,https://travel.rakuten.co.jp/HOTEL/171088/171088.html,"26.5032811,127.8901867",https://ev.gogo.gs/detail/28uos5fq
